node,bioproject_id_META_PRJNA248737,bioproject_id_META_PRJNA269984,bioproject_id_META_PRJNA278886,bioproject_id_META_PRJNA288601,bioproject_id_META_PRJNA381936,bioproject_id_META_PRJNA448593,bioproject_id_META_PRJNA475142,bioproject_id_META_PRJNA475751,bioproject_id_META_PRJNA530580,bioproject_id_META_PRJNA530794,bioproject_id_META_PRJNA578285,bioproject_id_META_PRJNA587095,bioproject_id_META_PRJNA592372,bioproject_id_META_PRJNA658369,bioproject_id_META_PRJNA809394,bioproject_id_META_PRJNA824420,bioproject_id_META_PRJNA836696
SAMN11319389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n17,0.0010387572120222,4.6123474050847163e-10,0.0079482824486721,0.0051310915949439,0.0009083674393439,0.0678243423801748,0.000119226441988,0.0091926208985458,0.632320340140504,0.0009019849243439,0.000943010787088,4.6123474050847163e-10,0.0008868018516856,0.0053055920100918,0.2619270219797129,0.0050315992023595,0.0005209597660537
n1717,0.0003258585834796,1.4468953616323896e-10,0.0058327083248361,0.0039761346380924,0.0003448221447052,0.0503054726825582,3.740138665835252e-05,0.0063272643265315,0.6171660428602731,0.000296359843172,0.0002958228888626,1.4468953616323896e-10,0.0002781901216887,0.0034701815791833,0.3095363816339363,0.0015888397320359,0.0002185189646071
n4848,0.0041214713480147,1.8300385746674182e-09,0.0184298810479709,0.0105420925943955,0.0033491487477487,0.0111603531535643,0.0004730541043648,0.4730450370276908,0.1193513286678689,0.0035364688310653,0.0037415787778586,1.8300385746674182e-09,0.0035185588901694,0.0152124117965342,0.3116946278170905,0.0199309322531334,0.0018930512824524
n50,0.0011131974389873,4.942881030943257e-10,0.0047932716769348,0.0027941619561694,0.000904224399168,0.0027852859615334,0.0001277705393522,0.9236761184684292,0.0157527012801224,0.0009529377999864,0.0010105895593056,4.942881030943257e-10,0.0009503525354724,0.0038255542892326,0.0354302447806545,0.0053815356634896,0.0005020526625854
n5151,0.0003543595685775,1.5734470169536278e-10,0.0241725991792072,0.0008876367114835,0.0002878253733118,0.0008788064127687,4.067267100351541e-05,0.945398435800326,0.0044516662171765,0.0003032678774742,0.0003216968236742,1.5734470169536278e-10,0.0003025218192856,0.001208100784878,0.019519887740087,0.0017130223494686,0.0001595003565878
SAMN26308484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
n5555,0.0018541007661704,8.232681091054362e-10,0.0077476754531722,0.004686735435113,0.0015056950769459,0.0044242303688451,0.0002128099174085,0.0100549242295687,0.0373554613487269,0.0496921480316914,0.001683200850603,8.232681091054362e-10,0.0015828722762373,0.6997473178685134,0.169639454557257,0.0089654972003812,0.0008478749728288
SAMN15868277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
n395,0.0055476808633473,2.463295563205023e-09,0.0231160012844414,0.0137023370293995,0.0045046727798636,0.0129241467205672,0.0181211071644509,0.0291578940708743,0.1231618248648721,0.0047395701390603,0.6306477483392102,2.463295563205023e-09,0.0047372191491515,0.0178809740973499,0.0824838089109335,0.0268117140966815,0.0024632955632051
SAMN11319169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
