,log_likelihood,llr_JOINT,llr_MAP,llr_MPPA,scenarios,states_per_node,unresolved,pct_unresolved,method,model,scaling,states_per_branch,smoothing,blood,urine,count
specimen_type_META,-357.7247050639321,-394.67181047370127,-396.49298548088643,-382.7303245380359,1000000,1.0493477027793534,87,4.934770277935337,MPPA,F81,0.062300166750780164,0.428509514776635,0.0,0.15273301790862032,0.8472669820913796,bloodurineurineurineurineurineurinebloodurineurineurineurineurineurinebloodbloodurineurineurineurineurineurineurineurinebloodurineurineurineurineurineurineurineurineurinebloodurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurinebloodurineurineurineurineurineurineurineurineurineurinebloodurineurinebloodurineurineurineurineurinebloodurineurinebloodurineurineurineurinebloodurineurineurineurineurineurineurineurineurineurineurinebloodurineurineurinebloodurineurineurineurineurineurineurineurineurineurinebloodurineurineurineurinebloodurineurineurineurineurineurineurineurineurineurineurineurineurineurineurinebloodurinebloodurinebloodurineurineurineurineurineurineurineurinebloodbloodbloodbloodbloodurineurineurineurineurineurineurineurinebloodurineurineurineurinebloodbloodurineurinebloodurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurinebloodurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurinebloodurineurineurinebloodbloodbloodbloodbloodbloodurinebloodurineurineurineurineurineurineurineurineurineurinebloodurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurinebloodurineurineurineurinebloodbloodurineurineurineurineurinebloodurinebloodurinebloodurineurineurineurineurineurinebloodurineurineurinebloodbloodurineurineurineurineurineurineurineurineurineurineurinebloodurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurinebloodurineurineurinebloodurinebloodurinebloodurineurinebloodurineurineurineurineurinebloodurineurinebloodurineurineurineurineurineurineurineurinebloodurineurinebloodurinebloodurineurineurineurineurinebloodbloodurineurineurineurineurineurineurineurineurineurineurinebloodurinebloodurineurineurineurineurineurineurinebloodurineurineurineurineurineurinebloodurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurinebloodurineurineurineurineurineurineurinebloodurineurineurineurineurineurinebloodbloodbloodbloodurineurinebloodurineurinebloodurineurineurineurineurineurineurineurineurinebloodbloodbloodurineurinebloodurineurineurineurineurineurineurineurineurineurineurineurinebloodurinebloodurineurineurineurineurinebloodbloodbloodbloodbloodbloodbloodbloodbloodbloodbloodbloodbloodbloodbloodbloodbloodbloodbloodbloodbloodbloodbloodbloodbloodbloodurineurineurineurineurinebloodbloodurineurineurineurineurineurinebloodbloodurineurineurineurineurineurineurineurineurinebloodbloodurineurineurineurineurineurineurineurineurineurineurineurineurinebloodurineurinebloodbloodbloodbloodurinebloodurineurineurineurineurineurineurineurinebloodurineurinebloodbloodurineurineurineurineurineurineurineurineurinebloodurineurineurinebloodurinebloodbloodurineurineurineurineurineurineurineurineurineurinebloodurineurineurineurineurineurineurineurineurineurineurineurineurinebloodurineurinebloodurinebloodurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurineurinebloodurineurinebloodurinebloodurineurinebloodbloodurineurineurineurineurineurineurineurineurineurineurineurineurinebloodurineurineurineurineurineurinebloodurineurineurineurineurineurineurinebloodurineurineurinebloodurineurineurineurineurineurineurineurineurineurineurineurinebloodurineurineurineurineurineurinebloodurinebloodbloodbloodbloodbloodbloodurineurineurineurineurineurinebloodurineurineurineurineurineurineurineurineurineurineurineurineurinebloodbloodbloodbloodbloodbloodbloodbloodbloodblood
