,0,1,2
0,1.000001,1.000001,1.000001
1,1.0000538225881426,1.0000538225881421,1.0000538225881415
2,1.0000930114199145,1.0000930252611235,1.0000930252977815
3,1.0001296283772454,1.0001296630231586,1.000129663138879
4,1.0001661881818624,1.0001662510326181,1.0001662512772773
5,1.000203496337494,1.0002035960035516,1.0002035964419485
6,1.0002418081922595,1.0002419546715449,1.000241955387554
7,1.0002811682442019,1.0002813729897884,1.0002813740898082
8,1.0003215366260592,1.0003218125976916,1.0003218142139532
9,1.0003628416084012,1.000363203331506,1.000363205625427
10,1.000405002232184,1.000405465869447,1.0004054690351107
11,1.000447938008503,1.0004485214434542,1.0004485257112408
12,1.0004915728636277,1.0004922957942053,1.0004923014345835
13,1.0005358365134913,1.000536720553471,1.000536727880945
14,1.0005806647062443,1.0005817334926825,1.0005817428698776
15,1.000625998985755,1.0006272782908476,1.000627290132717
16,1.0006717862711851,1.0006733041170812,1.0006733188952048
17,1.0007179783843854,1.000719765159529,1.0007197834064723
18,1.0007645315823872,1.000766620157884,1.0007666424715735
19,1.0008114061184812,1.0008138319628532,1.0008138590109201
20,1.0008585658402176,1.0008613671307238,1.0008613996547564
21,1.000905977825995,1.0009091955544822,1.0009092343741173
22,1.0009536120590798,1.0009572901301032,1.0009573361468787
23,1.0010014411368096,1.0010056264555398,1.0010056806564196
24,1.0010494400123986,1.001054182559632,1.0010542460201057
25,1.00109758576675,1.00110293865817,1.0011030125448257
26,1.0011458574077814,1.0011518769345111,1.0011519625069685
27,1.0011942356949044,1.0012009813423466,1.0012010799544435
28,1.0012427029864146,1.0012502374284338,1.0012503505285553
29,1.0012912431076477,1.0012996321733043,1.001299761303752
30,1.001339841237819,1.0013491538481525,1.001349300643464
31,1.0013884838135017,1.0013987918862737,1.0013989580704195
32,1.0014371584467217,1.0014485367675818,1.001448724149987
33,1.001485853855652,1.0014983799148687,1.001498590385239
34,1.001534559805902,1.0015483136005985,1.001548549122558
35,1.001583267060422,1.0015983308631426,1.0015985934667306
36,1.0016319673360872,1.0016484254314637,1.0016487172045705
37,1.001680653265117,1.001698591657354,1.0016989147362172
38,1.0017293183595952,1.001748824454422,1.0017491810133372
39,1.0017779569775374,1.0017991192431015,1.00179951148353
40,1.0018265642891517,1.0018494719010351,1.0018499020403175
41,1.0018751362421896,1.0018998787182507,1.0019003489781508
42,1.0019236695255507,1.001950336356622,1.001950848951931
43,1.0019721615305928,1.002000841813158,1.0020013989405865
44,1.0020206103098752,1.0020513923867231,1.002051996214298
45,1.0020690145333304,1.0021019856478413,1.0021026383050045
46,1.0021173734420883,1.0021526194112795,1.0021533229798576
47,1.002165686800368,1.0022032917111448,1.0022040482173276
48,1.0022139548459987,1.0022540007782608,1.002254812185694
49,1.0022621782402132,1.002304745019623,1.0023056132236798
50,1.0023103580174124,1.0023555229997472,1.0023564498230133
51,1.0023584955355838,1.002406333423753,1.0024073206127244
52,1.0024065924280239,1.0024571751220352,1.0024582243450002
53,1.002454650556945,1.002508047036392,1.0025091598824416
54,1.002502671969453,1.0025589482074873,1.0025601261865826
55,1.0025506588562885,1.002609877763535,1.002611122307543
56,1.002598613513615,1.002660834910103,1.0026621473747004
57,1.0026465383080403,1.0027118189209367,1.0027132005882813
58,1.0026944356449639,1.0027628291297155,1.0027642812117747
59,1.002742307940258,1.0028138649226517,1.0028153885650894
60,1.002790157595225,1.0028649257318607,1.002866522018377
61,1.0028379869747137,1.0029160110294222,1.0029176809864546
62,1.0028857983882353,1.002967120322069,1.0029688649237674
63,1.0029335940738888,1.0030182531464393,1.0030200733198344
64,1.0029813761848851,1.0030694090648362,1.0030713056951313
65,1.0030291467784465,1.0031205876614389,1.0031225615973636
66,1.0030769078068569,1.0031717885389215,1.003173840598093
67,1.0031246611104392,1.003223011315434,1.0032251422896787
68,1.0031724084122422,1.0032742556219045,1.003276466282504
69,1.0032201513142338,1.003325521099632,1.0033278122024583
70,1.0032678912948059,1.0033768073981306,1.003379179688649
71,1.0033156297074128,1.003428114173204,1.0034305683913203
72,1.0033633677801816,1.0034794410852195,1.0034819779699562
73,1.003411106616343,1.003530787797561,1.0035334080915534
74,1.003458847195353,1.0035821539752405,1.0035848584290419
75,1.0035065903745866,1.0036335392836488,1.003636328659843
76,1.0035543368914952,1.0036849433874322,1.003687818464549
77,1.003602087366141,1.0037363659494778,1.0037393275257114
78,1.0036498423040245,1.0037878066299986,1.0037908555267312
79,1.0036976020991375,1.0038392650857033,1.003842402150837
80,1.0037453670371832,1.003890740969046,1.0038939670801454
81,1.003793137298912,1.003942233927544,1.0039455499947951
82,1.0038409129635313,1.0039937436031563,1.0039971505721483
83,1.0038886940121552,1.0040452696317208,1.0040487684860533
84,1.003936480331264,1.0040968116424385,1.0041004034061631
85,1.0039842717161518,1.0041483692574056,1.0041520549973064
86,1.0040320678743437,1.004199942091185,1.0042037229189051
87,1.0040798684289696,1.0042515297504173,1.0042554068244371
88,1.0041276729220823,1.0043031318334663,1.004307106360939
89,1.004175480817917,1.004354747930097,1.0043588211685484
90,1.004223291506084,1.0044063776211838,1.0044105508800818
91,1.0042711043046948,1.0044580204784481,1.0044622951206479
92,1.0043189184634216,1.004509676064223,1.004514053507292
93,1.004366733166492,1.0045613439312426,1.0045658256486736
94,1.0044145475356199,1.0046130236224593,1.0046176111447729
95,1.0044623606328775,1.0046647146708818,1.0046694095866269
96,1.0045101714635136,1.0047164165994393,1.0047212205560936
97,1.00455797897872,1.0047681289208668,1.004773043625644
98,1.0046057820783527,1.004819851137613,1.0048248783581797
99,1.0046535796136127,1.0048715827417696,1.0048767243068777
100,1.004701370389689,1.0049233232150219,1.0049285810150594
101,1.004749153168369,1.0049750720286192,1.0049804480160842
102,1.0047969266706198,1.0050268286433652,1.0050323248332664
103,1.0048446895791414,1.0050785925096262,1.0050842109798153
104,1.0048924405408959,1.0051303630673583,1.0051361059587955
105,1.0049401781696101,1.005182139746151,1.0051880092631094
106,1.004987901048256,1.005233921965286,1.0052399203754963
