Year,Col_PLASMID,IncB_PLASMID,IncC_PLASMID,IncFIA_PLASMID,IncFIB_PLASMID,IncFII_PLASMID,IncI_PLASMID,IncN_PLASMID,IncQ_PLASMID,IncX_PLASMID,IncY_PLASMID,aac_AMR,aap_VIR,amp_AMR,ant_AMR,aph_AMR,arr_AMR,ast_VIR,blaCMY_AMR,blaCTX-M-14_AMR,blaCTX-M-15_AMR,blaCTX-M-27_AMR,blaCTX-M_AMR,blaKPC_AMR,blaOXA_AMR,blaTEM_AMR,cap_VIR,cat_AMR,cml_AMR,cva_VIR,dfr_AMR,emr_STRESS,erm_AMR,fde_VIR,glp_AMR,gyr_AMR,ibe_VIR,iha_VIR,ire_VIR,iro_VIR,iss_VIR,iuc_VIR,iut_VIR,mch_VIR,mdt_AMR,mer_STRESS,mph_AMR,p0111_PLASMID,pap_VIR,par_AMR,pmr_AMR,qnr_AMR,sat_AMR,sat_VIR,sen_VIR,sfa_VIR,ssl_VIR,sul_AMR,tet(A)_AMR,tet(B)_AMR,ymg_STRESS,blood_META,PRJNA248737_META,PRJNA278886_META,PRJNA288601_META,PRJNA381936_META,PRJNA448593_META,PRJNA475142_META,PRJNA475751_META,PRJNA530580_META,PRJNA530794_META,PRJNA578285_META,PRJNA592372_META,PRJNA658369_META,PRJNA809394_META,PRJNA824420_META,PRJNA836696_META,aad-qac_AMR,cnf-hly_VIR,blaNDM-ble_AMR,trx-kef-psi_STRESS,agg-aar-aat_VIR,afa-nfa_VIR,time_fitness,random_fitness,AMR,Plasmid,Virulence,Stress,Meta,Time,Random,AMR_MULT_FITNESS,Plasmid_MULT_FITNESS,Virulence_MULT_FITNESS,Stress_MULT_FITNESS,Meta_MULT_FITNESS,Time_MULT_FITNESS,Random_MULT_FITNESS,AMR_Plasmid_COV,AMR_Virulence_COV,AMR_Stress_COV,AMR_Meta_COV,AMR_Time_COV,AMR_Random_COV,Plasmid_Virulence_COV,Plasmid_Stress_COV,Plasmid_Meta_COV,Plasmid_Time_COV,Plasmid_Random_COV,Virulence_Stress_COV,Virulence_Meta_COV,Virulence_Time_COV,Virulence_Random_COV,Stress_Meta_COV,Stress_Time_COV,Stress_Random_COV,Meta_Time_COV,Meta_Random_COV,Time_Random_COV,TOTAL,TOTAL_DIRECT,TOTAL_SUMMED,LINEAR_AVG_FIT,LINEAR_VAR_FIT,TOTAL_NO_COV,FRAC_AMR,FRAC_PLASMID,FRAC_VIRULENCE,FRAC_STRESS,FRAC_META,FRAC_TIME,FRAC_RANDOM
1862.125219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.921703900827692e-06,0.0,0.0,0.0,0.0,5.850478649674876e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.1729595266887886e-11,0.0,0.0,0.0,0.0008590165827318709,1.3027836581851274e-14,0.0,0.0012310952841061056,0.0,0.0,0.0,1.87435466509828e-14,0.0,0.0,0.0,0.0,0.0005941845574970641,0.0,0.0,0.0,0.0004890646825460367,0.0,0.0,0.0,0.0,0.0,6.483381677841149e-07,0.0,0.0,0.0,0.0,0.0,1.6612888665517585e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3086717303005624e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0041357567665414735,3.139133872403977e-05,0.0,0.0028824077480921256,0.0,6.549185508695509e-07,0.0,0.0041357567665414735,0.9903671490814667,1.0,1.0672000673756927,1.0308750711858683,0.9994336840232142,0.999997900539008,1.020854488790692,0.0,-0.0006016066421214335,0.0,9.068355984852682e-06,0.0,-0.0007206301174354093,0.0,0.0,0.0,0.0,0.0,0.0,-8.689631304941907e-05,0.0,0.006905342090904281,0.0,0.0,0.0,0.0,-0.0001040881132174521,0.0,0.012451400032973925,,0.012451400032973929,0.10583837243531012,0.006225700016486961,0.007050210771908509,0.004452539043104673,0.0,0.4088399398748544,0.0,9.289347113976607e-05,0.0,0.5866146276109011
1867.125219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9942985444316522,1.0,1.0274451338718988,1.0308750711858683,1.0000057641971558,0.999997900539008,0.9754719048444908,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.026935267195484724,0.0,0.0,,,,,,,
1872.125219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9942985444316522,1.0,1.0274451338718988,1.0308750711858683,1.0000057641971558,0.999997900539008,0.9754719048444908,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.026935267195484724,0.0,0.0,,,,,,,
1877.125219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9942985444316522,1.0,1.0274451338718988,1.0308750711858683,1.0000057641971558,0.999997900539008,0.9754719048444908,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.026935267195484724,0.0,0.0,,,,,,,
1882.125219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9942985444316522,1.0,1.0274451338718988,1.0308750711858683,1.0000057641971558,0.999997900539008,0.9754719048444908,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.026935267195484724,0.0,0.0,,,,,,,
1887.125219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9942985444316522,1.0,1.0274451338718988,1.0308750711858683,1.0000057641971558,0.999997900539008,0.9754719048444908,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.026935267195484724,0.0,0.0,,,,,,,
1892.125219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9942985444316522,1.0,1.0274451338718988,1.0308750711858683,1.0000057641971558,0.999997900539008,0.9754719048444908,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.026935267195484724,0.0,0.0,,,,,,,
1897.125219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9942985444316522,1.0,1.0274451338718988,1.0308750711858683,1.0000057641971558,0.999997900539008,0.9754719048444908,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.026935267195484724,0.0,0.0,,,,,,,
1902.125219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9942985444316522,1.0,1.0274451338718988,1.0308750711858683,1.0000057641971558,0.999997900539008,0.9754719048444908,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.026935267195484724,0.0,0.0,,,,,,,
1907.125219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9942985444316522,1.0,1.0274451338718988,1.0308750711858683,1.0000057641971558,0.999997900539008,0.9754719048444908,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.026935267195484724,0.0,0.0,,,,,,,
