,p0111_PLASMID,glpT-E448K_AMR,ymgB_STRESS,parE-E460D_AMR,blaCTX-M-27_AMR,aph(6)-Id_AMR,aph(3'')-Ib_AMR,tet_AMR,mph(A)_AMR,sul_AMR,qacE_STRESS,aadA_AMR,dfrA_AMR,Col_PLASMID,senB_VIR,fdeC_VIR,acrF_AMR,parE-I529L_AMR,iss_VIR,IncFIA_PLASMID,gyrA-D87N_AMR,parC-S80I_AMR,parC-E84V_AMR,gyrA-S83L_AMR,mdtM_AMR,iha_VIR,sat_VIR,iucABCD_VIR,IncFIB_PLASMID,aac(6')-Ib-cr_AMR,blaOXA-OH_AMR,blaCTX-M-15_AMR,papCFGII_VIR,hlyA-alpha_VIR,cnf1_VIR,aac(3)_AMR,erm(B)_AMR,emrE_STRESS,IncI_PLASMID,IncX_PLASMID,blaCTX-M_AMR,ampC-T32A_AMR,trxLHR_STRESS,psi-GI_STRESS,kefB_STRESS,IncY_PLASMID,blaCMY_AMR,astA_VIR,sfaF_VIR,cvaC_VIR,mchF_VIR,iroBCDEN_VIR,sslE_VIR,ibeA_VIR,ireA_VIR,aph(3')-Ia_AMR,IncQ1_PLASMID,catA_AMR,merCPRT_STRESS,IncC_PLASMID,cmlA_AMR,ant(2'')-Ia_AMR,catB_AMR,aac(6')_AMR,ble_AMR,blaNDM_AMR,nfaE_VIR,afaC_VIR,IncFII_PLASMID,blaTEM-CA_AMR,papA_VIR,papE_VIR,papH_VIR,aggR_VIR,agg3DCB_VIR,aatA_VIR,aar_VIR,agg5A_VIR,aap_VIR,iutA_VIR,parC-S80R_AMR,blaTEM-IR_AMR,qnrB_AMR,sat2_AMR,blaCTX-M-14_AMR,IncB/O/K/Z_PLASMID,qnrS1_AMR,IncN_PLASMID,BlaKPC_AMR,parE-L445H_AMR
qacE_STRESS,-0.0131849568579218,0.0275934198081372,0.0401959657333687,0.0815834349809645,0.1458719474205008,0.3276354727641233,0.3711928155325558,0.4811335292237559,0.8528896246233547,0.8959034201135061,1.0,0.9537426888463164,0.8792056978656905,0.1628835836990569,0.1209563900457326,0.0392254729611245,-0.0032539709652805,0.0200815638819767,0.0312181813987926,0.1628132497903398,0.154287045843542,0.1624118387826758,0.1188146741762481,0.14704703426282,0.164475736136873,0.1580645251663479,0.1473667869329791,0.1508890248164455,0.0037834504419097,0.1377723509194239,0.1484843808141893,0.1784137669161875,0.0527813678418564,0.0251659133505757,-0.0188429828137753,0.1762113590723774,0.0766643180015006,-0.0331706842496527,0.0132847603329573,-0.0465413861655618,0.0504078155231702,-0.0131849568579218,-0.0170606574338955,-0.0170606574338955,-0.0170606574338955,0.0164628274806379,-0.0604119107119665,-0.0615606358489751,-0.0789068303424871,-0.1487623772135349,-0.1592169949127226,-0.1420217152517718,-0.1377760234542666,-0.2477274876494944,-0.0271809719962242,-0.0047583779238022,0.0010992955235841,-0.0282429984861684,0.1285073573930282,0.0479662224832112,0.0504078155231701,0.0338205280114804,0.0751507314611232,-0.0013180428230927,0.0766643180015004,0.0766643180015004,0.0873696565236248,0.0863974611438883,0.0696314256234907,0.0230176749232543,-0.004468435558904,-0.021265322489608,0.0550365368389384,0.0338205280114803,0.0338205280114803,0.0338205280114803,0.0338205280114803,0.0338205280114803,0.0147342683352315,0.0899353203031224,0.0705727187215383,-0.0152420664816587,-0.0578791431271189,0.0032539709652806,0.0164898749133817,-0.0099638860709843,-0.0187104585034519,-0.0317245756841427,-0.0616148008338482,0.0527776546799944
aadA_AMR,-0.0120214807358832,0.0261421249047911,0.0672854828507228,0.0827258385054852,0.1298461808290181,0.3154037750290578,0.3601433354906513,0.4532129729641342,0.824736494568221,0.8597655149395469,0.9537426888463164,1.0,0.8848130537467902,0.1549082451712311,0.1115013787155389,0.0209657467298402,-0.0347860904170245,-0.0043354785409942,0.0311598189589631,0.1539625247107858,0.1301121834438541,0.1382140408608206,0.0947799593907305,0.12059887418028,0.1336495753271448,0.1312893979971258,0.1277405761511998,0.130103640907135,-0.002792860735646,0.1303957646499561,0.1414345872314241,0.1657349275233665,0.0412204777501316,0.0263447406940691,-0.0182463636716534,0.1760287316453083,0.0783091892939322,-0.034414386521131,0.0261372489250314,-0.0521506134726178,0.0515299415957532,-0.0120214807358832,-0.0155551790493613,-0.0155551790493613,-0.0155551790493613,0.0197570808459128,-0.0804459968474053,-0.0588123125704076,-0.0775141265524319,-0.1283850991933247,-0.1398589854951256,-0.1226996852044217,-0.105301796315366,-0.2115468713846147,-8.768566352088092e-05,-0.0261421249047904,0.002708906908733,-0.026641500244467,0.1323302790623579,0.0493356387486826,0.0773387552253902,0.0652886900577721,0.0765358888602013,0.0257211279661161,0.0605973516539368,0.0605973516539368,0.0999337178050244,0.0989238387463411,0.0608553908444996,0.0306920663447048,-0.0022132688706336,-0.0183896357246825,0.0488742934880131,0.0347860904170246,0.0347860904170246,0.0347860904170246,0.0347860904170246,0.0347860904170246,0.0158393263239196,0.0914902056478697,0.0715609404435252,-0.0380527914554002,-0.0567217085052179,-0.0262191088644704,-0.0184474467727276,-0.0082643429858431,-0.0170593972268971,-0.0492906077829522,-0.0723407552582879,0.0545913119020686
dfrA_AMR,-0.0167245489706855,0.032021778183619,0.0471470713054974,0.0782194507374603,0.1102840478905498,0.3599594429540057,0.3951760529820032,0.4645028104862585,0.786069448025779,0.8583457109409621,0.8792056978656905,0.8848130537467902,1.0,0.1360576971223561,0.1081418187426147,0.0291680089661135,-0.0001395077274386,-0.0025655419329189,0.0438386879961041,0.1536858240195146,0.1333326485128931,0.1413649625426934,0.1065269327699849,0.1140293996211609,0.1233766894555491,0.1092196447810655,0.105339075076093,0.1157358284087388,0.0237068305439949,0.1498756584238169,0.1700125644119295,0.1792142917640291,0.0419696685576441,0.03312110294714,-0.0087027001432136,0.172093300355456,0.0181254198911318,-0.0294427734767417,0.011683815459715,-0.0390103637726216,0.0470684771357947,-0.0167245489706855,-0.021640707952248,-0.021640707952248,-0.021640707952248,0.0367854020776793,-0.0871564055128251,-0.0322914110445533,-0.0050462129092293,-0.0256644945587837,-0.0274681258537436,-0.0274681258537436,-0.0694745557891475,-0.1928760712539237,-0.0050462129092293,0.0600050082643394,0.0760599264305872,0.0502096936469968,0.1255238518322519,0.0438749896083291,0.0470684771357947,0.0309358385595465,0.0710438851367987,0.0210111321132826,0.0538902148941919,0.0538902148941919,0.0888559033549846,0.088227831376189,0.039872727849497,0.0648813207761938,0.0032039962617524,-0.0183152844319397,0.0544782103938087,0.0309358385595464,0.0309358385595464,0.0309358385595464,0.0309358385595464,0.0309358385595464,0.0114045495838198,0.0853318255819805,0.0676627466928307,-0.0437222424143362,0.0309358385595464,0.061732169391654,-0.0071651078686563,-0.0151233662607627,0.0361425920839551,0.0529663274427995,-0.0157778971982394,0.0305295672720539
Col_PLASMID,-0.0372767754076655,-0.0677637614298798,0.0476602170313242,0.0852406581541647,0.0780874277642134,0.0707513592110554,0.1244719182752067,0.1263846579827439,0.1810266855265395,0.1266452689631177,0.1628835836990569,0.1549082451712311,0.1360576971223561,1.0,0.6878060094768109,-0.0479273100054184,-0.036888550905553,0.0313469007486076,-0.1413416054536464,-0.1297878394569129,-0.1765221926309589,-0.1744136817782041,-0.1907924488927629,-0.0795113572120052,0.0274854234230958,0.0487426091563116,0.0951050923200887,0.0557906144784712,0.0158967941229748,-0.0316551635020728,-0.0285781178366472,-0.1047399209240189,-0.0758840980908118,-0.0835783233603016,-0.0809424690982054,0.1051474744220755,0.0819033180415613,-0.0130531570511006,-0.0305286409074262,-0.0163287384584269,-0.0745654383489572,-0.0650300576040979,0.0092238822008572,0.0092238822008572,0.0092238822008572,-0.0627643699020696,-0.0554164986194365,-0.0405439696752814,-0.074565438348957,-0.1423797750020206,-0.1352927642863723,-0.1352927642863723,-0.1301956945710937,-0.0416601543268377,-0.0231470220567828,-0.0457328268527146,-0.0135145625773986,-0.0643213824087462,0.0490065737071081,0.0092238822008574,-0.0231470220567828,-0.0238812073959458,-0.0437655443099685,-0.0231470220567827,-0.0239575697320888,-0.0239575697320888,0.08722178347906,0.0914879595644449,0.1583916907073527,0.0388325421353212,-0.0546156286914107,-0.0352663650401177,-0.0293859721504704,-0.084650965697445,-0.084650965697445,-0.084650965697445,-0.084650965697445,-0.084650965697445,-0.0927833398005302,0.0401424975397683,0.0737363533780635,-0.0350718436842743,0.0368885509055533,0.0065036717548037,-0.0146141842227684,-0.0235396557635747,0.025869459719113,-0.0111303581979311,0.0259001716945557,0.0253488121421564
senB_VIR,-0.0272902685523483,-0.0567209356425786,0.0139887145517782,0.0959437064386968,0.1286606354021756,0.1900125760622189,0.2381641445599669,0.1395635961761147,0.1401287340957186,0.1050568613288662,0.1209563900457326,0.1115013787155389,0.1081418187426147,0.6878060094768109,1.0,-0.0165184344656476,-0.0455348345966604,0.0044930295824494,-0.2052130908294776,-0.2019241456277749,-0.2493625865708751,-0.2470814464994569,-0.2682409448153109,-0.1366072763032826,-0.0229403435235458,0.0271165471002945,0.0379199156828042,0.0029639885063894,0.0297596030123251,-0.1024370273447351,-0.1114198465178472,-0.2404784793744626,-0.0902951142310843,-0.0856143849599663,-0.0482576420088091,0.1506887567105653,0.0793216584985147,-0.0003248658231557,0.0191869633907067,0.0608051377737419,0.0641552597045139,0.0002810210720492,-0.0210418733351341,-0.0210418733351341,-0.0210418733351341,-0.0535909078459907,-0.0424473735136173,-0.0424244091387289,-0.0635478383998272,-0.1264965278026733,-0.1184053735229532,-0.1184053735229531,-0.110958309132945,0.0061318540547422,-0.0124665991580908,-0.0785818635624556,-0.0387269706529214,-0.0915130992772789,0.1086090788437008,0.000363626843349,-0.0124665991580908,-0.0148364250862993,-0.0710920564008987,-0.0124665991580908,0.0092105229087364,0.0092105229087364,0.0045341842903947,0.0128644804061333,0.2090239998424031,0.1032923712133135,-0.049216644946355,-0.0222066272843684,-0.0274911351483873,-0.0752076847692591,-0.0752076847692591,-0.0752076847692591,-0.0752076847692591,-0.0752076847692591,-0.0824328478011437,0.0366963141531457,0.0829948899452424,-0.0235798443307293,0.0153492047551806,0.0153492047551806,-0.0358338378272184,-0.0089877906329219,0.0395245512842173,-0.0249607313360154,0.0071812504370943,0.0416847417276961
fdeC_VIR,0.0119317467607796,-0.0146384042797051,-0.0230588669537212,-0.0707866096445067,-0.06768142790193,0.0382401985383572,0.0469397841440348,0.0541769102553198,0.0769855585861865,0.0542168149728698,0.0392254729611245,0.0209657467298402,0.0291680089661135,-0.0479273100054184,-0.0165184344656476,1.0,0.309523565474593,0.0418305423141315,0.1506702816429285,-0.0535949367821327,-0.038804360006683,-0.0384817836486079,-0.0281803298670338,-0.0044499274135323,0.0222841242388048,0.0732287183261721,0.0740565676986367,0.0974410788084118,0.0553743604565943,0.0878788197673495,0.0898976041637188,0.067443134988515,0.0565549306288078,0.0328703420683394,0.0473640910593449,0.0357962605791095,0.0189633021878049,-0.0137933312433135,-0.0588016833967779,-0.0925570083666924,0.0128951134015844,0.0119317467607796,0.0154390678913253,0.0154390678913253,0.0154390678913253,0.0349657794199492,-0.0602981373755658,0.0275162501113524,0.0128951134015841,0.0183097463707722,0.0195965058462595,0.0195965058462595,0.0225156357029016,-0.0062542569788857,0.0128951134015843,0.014638404279705,0.0169320578783033,0.0162019131170189,-0.0741567721093967,-0.136035342642457,-0.1678411585603033,-0.2027203969266971,-0.1283060594317455,-0.0774730225793594,0.018963302187805,0.018963302187805,0.0557408033910751,0.0548655524036422,0.0160763230894954,0.0005112239417311,0.0235908120852316,0.0297397794886597,0.0368169504867354,0.0108859401690946,0.0108859401690946,0.0108859401690946,0.0108859401690946,0.0108859401690946,0.0119317467607795,0.0183097463707722,0.0119317467607795,0.0137933312433138,0.0108859401690947,-0.0959172283788014,0.0183097463707721,0.0176335701007681,0.0169320578783033,-0.0394534803221063,0.025619650364375,0.0202112751052031
acrF_AMR,0.0062418535204609,-0.0076577870046281,-0.0120627828228839,0.0072157040294359,-0.1093275827895439,0.0144411097137931,0.019155206460527,0.0484828889904873,0.0520571249516367,0.0040983230959652,-0.0032539709652805,-0.0347860904170245,-0.0001395077274386,-0.036888550905553,-0.0455348345966604,0.309523565474593,1.0,-0.0170738840973282,0.1283401763486906,-0.0130557090874072,-0.0041876727959309,-0.0039896341250881,-0.0089436826381134,-0.0280219770099737,-0.0209170817014691,0.11438074518593,0.1151405918438352,0.1371612009090513,0.047557176877083,0.0459720384228945,0.0470281249074779,0.0610070224697869,0.0480870364218244,0.0380520387323436,0.0356354365483018,0.0222668097855722,0.0099202704259194,-0.0072157040294353,-0.1627626340935375,-0.1644325381725168,0.0067458194174046,0.0062418535204613,0.0080766380817673,0.0080766380817673,0.0080766380817673,0.0182916447812559,-0.1345567904422326,-0.0676080601200891,0.0067458194174047,0.0095783758350304,0.0102515181940735,0.0102515181940735,0.011778602311569,0.0166522770129847,0.0067458194174046,0.0076577870046278,0.0088576657881926,0.0084757052303598,-0.0878165528357233,-0.2771902189662318,-0.5038163416313224,-0.5977220956719825,-0.2636714845299249,0.0067458194174047,0.0099202704259192,0.0099202704259192,0.0025837399006453,0.001970120257731,-0.0474248420949124,0.0070144781514704,0.0123410592277034,0.015557767946367,0.0192600477210645,0.0056947608200456,0.0056947608200456,0.0056947608200456,0.0056947608200456,0.0056947608200456,0.0062418535204611,0.0095783758350307,0.0062418535204613,0.0072157040294355,0.0056947608200455,0.0056947608200457,0.0095783758350305,0.0092246478087828,0.0088576657881929,0.0174872690447096,0.0134024051990026,0.0105731223766082
parE-I529L_AMR,0.0187141632332859,-0.0229593782584881,0.031349243518047,-0.4226164350362998,-0.0430597576904882,-0.1010069110573642,-0.0826432221849005,0.0042226033865852,0.0250871552768328,-0.0116396092798765,0.0200815638819767,-0.0043354785409942,-0.0025655419329189,0.0313469007486076,0.0044930295824494,0.0418305423141315,-0.0170738840973282,1.0,0.2943860190973839,0.0595693450947809,0.1062454692032424,0.0943938239693884,0.3904081068811068,0.1417167105399653,0.284789944493938,0.165152528834134,0.2493265143392267,0.1352162587717881,-0.0323930017997525,0.1378321725097726,0.129276285477302,0.1721474112103968,0.1093429276083352,0.0486465292983036,0.0387054503110717,-0.0043406055314034,-0.0109748247530999,-0.0216339365554299,-0.0462075054048909,0.0594349619398849,0.0202251407063229,0.0187141632332859,0.0242151666877291,0.0242151666877291,0.0242151666877291,0.0088756351790019,-0.0752359597553628,-0.1569596768968449,-0.2171010950901311,-0.3503838039479771,-0.3242898721647508,-0.4031844739339965,-0.3790714370258931,-0.3501646297817806,-0.2171010950901314,-0.0818113245954917,-0.1097784979175457,0.0254116394558475,-0.0479475883964144,0.024215166687729,0.0202251407063229,0.0170738840973281,0.0254116394558474,-0.0984379771919043,-0.0924098689294641,-0.0924098689294641,0.0667576449776993,0.0652637443486676,0.0446800772240944,-0.0191917651544907,0.0370006434950477,0.0200380206087204,0.0577449752307308,0.0170738840973282,0.0170738840973282,0.0170738840973282,0.0170738840973282,0.0170738840973282,0.0187141632332859,0.0287176378457021,0.0187141632332859,0.0216339365554296,-0.0530481608233268,0.0170738840973282,0.0287176378457021,0.0276570996575361,-0.0188882835141769,-0.019346217888835,-0.0515003636874339,-0.6192570077398303
iss_VIR,0.0369654152089567,0.1059900115953711,0.0455931084190076,-0.2139543923862748,-0.0725880553233321,-0.1605782380069589,-0.1319734440155653,0.0278717650799953,0.0360689382621815,0.0318119589227696,0.0312181813987926,0.0311598189589631,0.0438386879961041,-0.1413416054536464,-0.2052130908294776,0.1506702816429285,0.1283401763486906,0.2943860190973839,1.0,0.2798356452530336,0.4104252090617551,0.3977577783152,0.5328916149265084,-0.0634727775852218,-0.0766309212766616,0.1808968362691232,0.211920416107409,0.228244759977929,0.1805406060123638,0.2585697423295061,0.2514169723301515,0.2493634198175869,0.123780881416599,0.0514197858949983,0.0378171817788022,0.0060555350488078,-0.0824094191975319,-0.0106468473113409,-0.0410416584052904,0.0555403509651332,0.0399499948006773,0.0369654152089568,0.047831349967809,0.047831349967809,0.047831349967809,-0.0643071194904659,-0.1245567399161719,-0.0964527667347876,0.0399499948006773,0.0567249197067322,0.0607113937108398,0.0607113937108398,0.0098972207203737,0.0697213817667009,0.0399499948006773,-0.0151855029549642,-5.9474763067677906e-05,-0.0594451762058755,0.0553954934855484,-0.0096313466601847,-0.0286133587639448,-0.0473073728335715,-0.0046252382530942,0.0056683180183662,-0.0353563851519964,-0.0353563851519964,-0.0113828621823272,-0.0077174843956279,-0.1458936852076809,-0.1370433258242699,0.0349109613710936,-0.0923449148775332,-0.0762565877293796,-0.0067909710760121,-0.0067909710760121,-0.0067909710760121,-0.0067909710760121,-0.0067909710760121,-0.0370492370121516,0.0323866767033093,-4.191090159744525e-05,0.0427327386967151,0.0337254306815471,-0.0067909710760122,0.0567249197067323,0.0293876079646473,-0.0263175826574145,0.0206186361198789,-0.0618933962773949,-0.3135059260308658
IncFIA_PLASMID,0.0204677120197735,0.0630263157853569,0.0145368458718067,0.0592534537966679,0.1479678585426307,0.0906156524463801,0.1192860832177756,0.1652251454454705,0.1583444277221652,0.1695861665850558,0.1628132497903398,0.1539625247107858,0.1536858240195146,-0.1297878394569129,-0.2019241456277749,-0.0535949367821327,-0.0130557090874072,0.0595693450947809,0.2798356452530336,1.0,0.773635066751722,0.7706437690832136,0.7019853196182277,0.5527182038599984,0.3785073843406341,0.2429195519447912,0.1666980175016256,0.1312070222575826,0.1606180657960914,0.1441056879569492,0.1551494609719129,0.2267783383147961,0.037689598907722,-0.0146849260946613,-0.0087020804456081,-0.0948507689793302,-0.0751229606023787,-0.0325591682341888,-0.0092618589649563,0.0289787929078035,0.0553948855911035,0.0512564508842708,0.0663232166200401,0.0663232166200401,0.0663232166200401,0.028677425910743,-0.1010007841670899,-0.1429036305997439,-0.0872106070530492,-0.1035816447863861,-0.1054431983137999,-0.1244057938557725,-0.2518739839914665,-0.3440723776723624,-0.0586895085242187,-0.0630263157853561,-0.0801836735023305,-0.0900283760213917,-0.2220299502322433,0.0185163592522888,0.0268737870622729,0.0130557090874074,-0.0900283760213918,-0.0016473114665575,0.0423162383564299,0.0423162383564299,-0.3302880380197097,-0.3311840382632991,-0.0581966815702748,-0.1713682804270764,0.0378209773540963,-0.0640954111810779,-0.0635144130709569,-0.1217769356398532,-0.1217769356398532,-0.1217769356398532,-0.1217769356398532,-0.1217769356398532,-0.1334759823027133,-0.0630845926073386,-0.0718985045737187,-0.0208294028907674,-0.0206524520944076,-0.0543606132762227,0.0179095117507566,-0.050254483412496,0.029045243039721,0.0170888244071624,-0.0074702338113862,0.0868236856269522
gyrA-D87N_AMR,0.0112124519652579,0.0810327674538253,0.0016009469157463,0.0512403422905312,0.1349444231323582,0.0508087413823709,0.0858012947751851,0.1504376539265458,0.1534037232889487,0.1426819406457194,0.154287045843542,0.1301121834438541,0.1333326485128931,-0.1765221926309589,-0.2493625865708751,-0.038804360006683,-0.0041876727959309,0.1062454692032424,0.4104252090617551,0.773635066751722,1.0,0.9901867372991584,0.9184178620306964,0.692930971231048,0.4644007708171169,0.316949651587268,0.234750341332091,0.1911083333684771,0.1628229729810222,0.3203353893994041,0.3278971037555299,0.3664573887438539,0.1614087562011098,0.0739927623639407,0.0839741075070038,-0.011883612219814,-0.0348058458744767,-0.022531444928513,-0.0445813297246831,0.0854239219682456,0.0479035856470629,0.0443248101101498,0.0573540292365375,0.0573540292365375,0.0573540292365375,0.0110744865224235,-0.0968904615731964,-0.1490353651896352,-0.1054643118379136,-0.1497485707014408,-0.1515323389497964,-0.1719260373635549,-0.2912627591049264,-0.4117795999800033,-0.0747907323409184,-0.0810327674538245,-0.1015610748495662,-0.0869627593637097,-0.2578110716269942,0.0316466141015818,0.0172300061500676,0.0041876727959314,0.0601878950945892,0.0172300061500676,0.0704460784651223,0.0704460784651223,-0.3702967668685785,-0.3702608629469385,-0.1435582523202889,-0.1975326349183357,-0.0148349828772499,-0.0958514724058078,-0.1243374817396527,-0.1408207616671057,-0.1408207616671057,-0.1408207616671057,-0.1408207616671057,-0.1408207616671057,-0.1543493387592021,-0.12797189284746,-0.1543493387592022,-0.0348863497955204,0.0041876727959314,0.0404397814116908,0.0680182078383684,-0.0248366350890734,0.0394058034718909,0.062335661688748,0.0477746293125912,0.0750821274607403
parC-S80I_AMR,0.0110074265012403,0.0814566138456775,0.0020394727378119,0.0510729136004498,0.1341670602322482,0.0491741390132751,0.0840954025181579,0.147869269735784,0.1616508106274021,0.1506794247337565,0.1624118387826758,0.1382140408608206,0.1413649625426934,-0.1744136817782041,-0.2470814464994569,-0.0384817836486079,-0.0039896341250881,0.0943938239693884,0.3977577783152,0.7706437690832136,0.9901867372991584,1.0,0.921666727669572,0.695202557413456,0.4660003482092133,0.3185106650347254,0.2361564621648484,0.1922980491803748,0.1734849522096563,0.3192575532575346,0.326794875923676,0.3704944981244743,0.1599656372683637,0.0727531214548123,0.0828398804181999,-0.013860094167805,0.0069499405983898,-0.022311827688971,-0.0453849431709866,0.084863328813853,0.0477470598660755,0.0441799780391075,0.0571666239703602,0.0571666239703602,0.0571666239703602,0.0104340638772535,-0.0973582606189097,-0.1498261115329879,-0.1058996378808072,-0.1503666893007693,-0.1521780089353334,-0.1726087800908603,-0.2922175850349292,-0.4131295076740577,-0.0751702983314306,-0.0814566138456768,-0.1020655691351331,-0.0874269225640451,-0.2590917218424867,0.0314124765388154,0.0170177203166989,0.0039896341250886,0.0599912301235142,0.0170177203166989,0.0702158947053824,0.0702158947053824,-0.3723920597776232,-0.3723417190884235,-0.1360576131386384,-0.2003378937850738,-0.0153076154459027,-0.0965875439648317,-0.1366321686743128,-0.141282404326592,-0.141282404326592,-0.141282404326592,-0.141282404326592,-0.141282404326592,-0.1548553311880967,-0.1285504246519724,-0.1548553311880968,-0.0352103441339836,0.0039896341250886,0.0403076437380088,0.067795957187202,-0.0252149082232198,0.0391575662208177,0.0618174722192582,0.0473774840967087,0.0748367953320436
parC-E84V_AMR,0.016158226892306,0.0711414089990958,0.0246008347070501,-0.1649928823393639,0.0905041563276183,-0.0080360777621522,0.0316526988394999,0.1131399912389073,0.118862224310403,0.1134911305879598,0.1188146741762481,0.0947799593907305,0.1065269327699849,-0.1907924488927629,-0.2682409448153109,-0.0281803298670338,-0.0089436826381134,0.3904081068811068,0.5328916149265084,0.7019853196182277,0.9184178620306964,0.921666727669572,1.0,0.6407450661587778,0.4275779368154226,0.2805792150286884,0.2428365993893008,0.2002386275713272,0.1915957684767804,0.3471709330291535,0.3495251808089877,0.4044349627042032,0.184963998786021,0.0974227215015052,0.1046440261472254,-0.0417531335151368,-0.0046213478623423,-0.0278628297899107,-0.0254788423332854,0.0991219493564131,0.0518051248164327,0.0479348735424315,0.0620252660252863,0.0620252660252863,0.0620252660252863,0.0036415881404707,-0.0859971931647887,-0.1305747678231185,-0.0953761017373322,-0.1354243408537206,-0.1365540080341182,-0.1561250499257148,-0.2693272253666481,-0.3807677214416898,-0.0659398564265793,-0.0711414089990952,-0.0898039523614976,-0.0761248414467025,-0.2470439890122517,0.0373548561602735,0.0223688795056797,0.0089436826381137,0.0650899379596804,-0.0070673658050732,0.0155798905656196,0.0155798905656196,-0.3340311114356511,-0.3344154248953497,-0.1498089678332193,-0.2150069858283888,-0.003563779851217,-0.0785302948911677,-0.1135599644353819,-0.130215291272979,-0.130215291272979,-0.130215291272979,-0.130215291272979,-0.130215291272979,-0.1427250063583209,-0.1145261071987336,-0.1427250063583207,-0.0272388022470244,0.0089436826381138,0.043733426115887,0.0735579956961487,-0.0158571085279032,0.0229297552518125,0.0630743117445053,0.0119512479917601,-0.241762956064566
gyrA-S83L_AMR,-0.0115297229382261,-0.0376813597922526,-0.0370917229397449,0.0355060201495892,0.1287989379895006,0.1585606284868279,0.1791921630815354,0.1093560843366545,0.1265634989433922,0.1292004665699494,0.14704703426282,0.12059887418028,0.1140293996211609,-0.0795113572120052,-0.1366072763032826,-0.0044499274135323,-0.0280219770099737,0.1417167105399653,-0.0634727775852218,0.5527182038599984,0.692930971231048,0.695202557413456,0.6407450661587778,1.0,0.5577019517811631,0.1806600500883251,0.1391425715350892,0.0820362729434552,0.0801360694469687,0.2262127321051695,0.231409373742404,0.293096459840602,0.1753597701772524,0.1268152100756604,0.1393983875823064,-0.0047382552669845,0.0488142695702559,0.0011199328785508,-0.0276207235155438,0.0269334437312767,0.0331938781278689,0.030714033719258,0.0397423831828879,0.0397423831828879,0.0397423831828879,0.07484842643768,-0.0586478720054018,-0.0423020176163546,-0.0450709933992559,-0.1751243540785324,-0.1837148101313754,-0.2097324809166209,-0.3520068880407167,-0.5447798528702276,-0.123335864926381,-0.10052275525057,-0.0463351103200469,-0.1460243494189455,-0.3458829813552373,0.0069456314534579,-0.0059385576356935,-0.0182273794382636,0.0417060566042462,-0.0059385576356935,0.0488142695702558,0.0488142695702558,-0.3731128908978683,-0.3783934607495883,-0.0561899557829348,-0.092543544231356,-0.0046389741892861,-0.028737738457146,0.0078730741680197,-0.2032248052312145,-0.2032248052312145,-0.2032248052312145,-0.2032248052312145,-0.2032248052312145,-0.1805047495681623,-0.0639962156298482,0.0307140337192579,-0.0743718389348288,-0.0182273794382635,0.0280219770099741,0.047131922818836,-0.0410512692226685,0.0435855543230331,0.0544886952485728,0.0659486679480617,0.0520267315034641
mdtM_AMR,-0.0306294187488197,-0.028127354508801,0.0121476838196285,0.0265035662579632,0.1040174294919697,0.0394195084015716,0.0571339133070356,0.1481353268647263,0.1788416179754692,0.1314589196961966,0.164475736136873,0.1336495753271448,0.1233766894555491,0.0274854234230958,-0.0229403435235458,0.0222841242388048,-0.0209170817014691,0.284789944493938,-0.0766309212766616,0.3785073843406341,0.4644007708171169,0.4660003482092133,0.4275779368154226,0.5577019517811631,1.0,0.3127625284469989,0.2459745677746727,0.101461189282675,0.0088593481252713,0.1490522625867143,0.1335289055887819,0.1520882266596608,0.0504204755385725,-0.0025035791350611,0.0397329628487432,0.0687816849541427,0.0364375455891335,-0.0265035662579628,-0.0685861155827703,-0.0167079266228689,0.0247776614955509,0.0229265748258492,0.029665811079342,0.029665811079342,0.029665811079342,0.0671859346571672,-0.0950718612209396,-0.138365569752299,-0.2232798793272546,-0.3170346652148411,-0.3251786580440731,-0.3581634662063828,-0.5631092558548377,-0.7961090007988604,-0.1736683711626933,-0.103282455180466,-0.1574655331786097,-0.0878692793275335,-0.0781822498311631,-0.0119134130207517,-0.0248338466690101,-0.0377171504966176,0.0311316004979451,-0.0248338466690101,0.0364375455891335,0.0364375455891335,-0.1235229625968699,-0.1265563422144599,-0.0277050328818001,-0.0609730717869384,-0.1204086165510502,-0.0763435712908305,-0.1128725905987927,-0.2136198470908779,-0.2136198470908779,-0.2136198470908779,-0.2136198470908779,-0.2136198470908779,-0.1912973994728268,-0.246591381524679,-0.2448533930474961,0.0265035662579632,-0.0377171504966174,0.0209170817014693,0.0351817532359699,0.0338824962067586,0.0325345567321751,0.0242198939997336,0.0492275643178806,0.0388354966222052
