,BlaKPC_AMR,Col_PLASMID,IncB/O/K/Z_PLASMID,IncC_PLASMID,IncFIA_PLASMID,IncFIB_PLASMID,IncFII_PLASMID,IncI_PLASMID,IncN_PLASMID,IncQ1_PLASMID,IncX_PLASMID,IncY_PLASMID,aac(3)_AMR,aac(6')-Ib-cr_AMR,aac(6')_AMR,aadA_AMR,aap_VIR,aar_VIR,aatA_VIR,acrF_AMR,afaC_VIR,agg3DCB_VIR,agg5A_VIR,aggR_VIR,ampC-T32A_AMR,ant(2'')-Ia_AMR,aph(3'')-Ib_AMR,aph(3')-Ia_AMR,aph(6)-Id_AMR,astA_VIR,blaCMY_AMR,blaCTX-M-14_AMR,blaCTX-M-15_AMR,blaCTX-M-27_AMR,blaCTX-M_AMR,blaNDM_AMR,blaOXA-OH_AMR,blaTEM-CA_AMR,blaTEM-IR_AMR,ble_AMR,catA_AMR,catB_AMR,cmlA_AMR,cnf1_VIR,cvaC_VIR,dfrA_AMR,emrE_STRESS,erm(B)_AMR,fdeC_VIR,glpT-E448K_AMR,gyrA-D87N_AMR,gyrA-S83L_AMR,hlyA-alpha_VIR,ibeA_VIR,iha_VIR,ireA_VIR,iroBCDEN_VIR,iss_VIR,iucABCD_VIR,iutA_VIR,kefB_STRESS,mchF_VIR,mdtM_AMR,merCPRT_STRESS,mph(A)_AMR,nfaE_VIR,p0111_PLASMID,papA_VIR,papCFGII_VIR,papE_VIR,papH_VIR,parC-E84V_AMR,parC-S80I_AMR,parC-S80R_AMR,parE-E460D_AMR,parE-I529L_AMR,parE-L445H_AMR,psi-GI_STRESS,qacE_STRESS,qnrB_AMR,qnrS1_AMR,sat2_AMR,sat_VIR,senB_VIR,sfaF_VIR,sslE_VIR,sul_AMR,tet_AMR,trxLHR_STRESS,ymgB_STRESS
IncX_PLASMID,-0.019886466523426648,-0.01632873845842699,-0.03211141579142195,0.05899247352515894,0.028978792907803513,-0.063375279771927,0.04233204334831347,0.19079544018111513,0.022949369391430677,-0.030833934797522045,1.0,-0.06367404189899256,-0.08140399946920214,-0.04593116084618944,-0.02348250216771313,-0.05215061347261786,-0.021728174111302376,-0.01982371970353952,-0.01982371970353952,-0.1644325381725168,-0.04528532781750502,-0.01982371970353952,-0.01982371970353952,-0.01982371970353952,0.14656987624203088,0.10301378554716503,-0.011272470920703725,-0.026657102541479176,-0.013575296846228366,0.02501154325875969,0.05899247352515917,0.04044585306161802,-0.0709708844138823,0.013502630373793964,0.23635520978831073,0.036794714151958986,-0.05076673643012604,0.033063031331885005,-0.025118191731552296,0.036794714151958986,-0.029504312838749668,0.05359714884104617,0.0804525826146964,-0.11211275962234855,0.003551547014708186,-0.039010363772621647,0.02511819173155207,0.03679471415195894,-0.09255700836669246,0.026657102541479363,0.08542392196824564,0.026933443731276728,-0.12099728229645307,0.051543050447338395,-0.15017344102773103,-0.02348250216771315,-0.0011347521292766783,0.05554035096513322,-0.08215621791685394,-0.033342759032201644,-0.02811514206466612,-0.0011347521292766922,-0.016707926622868925,-0.04459029853690255,-0.05537890935378466,-0.035961191164600864,-0.02172817411130238,-0.04295978473996998,-0.08604019239144832,-0.05415729312035038,-0.06704509628485579,0.09912194935641315,0.08486332881385304,-0.021728174111302376,-0.02511819173155232,0.05943496193988495,-0.03680551668602386,-0.02811514206466612,-0.0465413861655618,0.10301378554716488,-0.030833934797521997,0.16443253817251705,-0.07935313830948693,0.06080513777374198,-0.02348250216771314,-0.04100184680313607,-0.06380200592743412,-0.03408061362476825,-0.02811514206466612,0.012423201860323831
IncY_PLASMID,-0.01431702709077523,-0.06276436990206963,-0.029629687054898116,0.06755577603059215,0.028677425910743015,-0.08695280820733096,0.04252782590220919,0.035571869160298655,-0.03367612583254426,-0.028450936098736744,-0.06367404189899256,1.0,-0.11121011165461019,-0.058593538079077336,0.03411234861845762,0.019757080845912805,-0.020048913550682147,-0.018291644781255632,-0.018291644781255632,0.01829164478125597,-0.05242693149267448,-0.018291644781255632,-0.018291644781255632,-0.018291644781255632,0.16059588915597442,-0.01829164478125565,-0.006302296279185579,0.02465268536543102,0.010507133531959726,-0.0462355538364953,-0.025942265090117708,-0.030765866011268336,-0.023948696419448107,-0.04584693011974869,-0.021667658474316575,0.08297655042501473,-0.06289067537232952,0.001352376577029086,-0.023176933873767066,0.08297655042501473,-0.027224073888872147,-0.02722407388887217,0.03411234861845761,0.10333307828997766,-0.0307658660112683,0.036785402077679344,0.02317693387376775,-0.03186403582151823,0.034965779419949286,0.024596910059174533,0.011074486522423564,0.07484842643768007,0.08695422311721572,-0.05348732730765511,0.05664540470170529,-0.021667658474316617,-0.03292800790061548,-0.0643071194904659,0.00478545342488894,-0.030765866011268347,0.4415479405134317,-0.032928007900615515,0.06718593465716723,-0.0360701678616002,-0.065908800668364,-0.05412929487179964,-0.02004891355068216,-0.00858214044457482,0.06384683133142362,0.1501418797028179,0.16522656753534376,0.003641588140470713,0.010434063877253529,-0.02004891355068215,0.08123751822080587,0.008875635179001903,-0.03396100465903588,0.4415479405134317,0.016462827480637907,-0.018291644781255643,-0.028450936098736772,-0.01829164478125563,0.009399313352621052,-0.05359090784599071,-0.021667658474316592,-0.037833021668709305,0.01342093691715489,-0.03492114245810068,0.4415479405134317,0.038745813115265405
aac(3)_AMR,0.06703471637623841,0.10514747442207552,0.011579265763763549,0.013614747951621514,-0.09485076897933022,0.19997296682990737,-0.10648155692875212,-0.07437524838972456,0.029478200953859973,0.06036613898316722,-0.08140399946920214,-0.11121011165461019,1.0,0.3379717696059973,-0.010198833198669648,0.1760287316453083,0.08619882911094602,0.10519894736619377,0.10519894736619377,0.022266809785572262,0.004728378432681103,0.10519894736619377,0.10519894736619377,0.10519894736619377,-0.05933380206489597,-0.05413324907351311,0.06945644538229724,-0.02518111755337532,-0.005060940936184241,0.006076513996953578,-0.054177483860117906,-0.014481303368957671,0.20750296445801392,-0.2328507006276624,-0.010198833198669682,-0.020284997590460152,0.3253859106540239,0.1882624568631548,0.007116319238899003,-0.020284997590460152,0.07033860785601867,0.07033860785601882,-0.03716161677479332,0.2557616968436489,-0.03362350527732542,0.172093300355456,-0.007116319238897669,0.01672254966651571,0.035796260579109514,-0.02243114540086541,-0.011883612219814006,-0.004738255266984566,0.26279909266348933,-0.14692954110805076,0.05726139695188082,0.016763950377453946,-0.025742742274542985,0.006055535048807886,0.03526398302191328,0.08122970617288101,-0.05417748386011785,-0.04366927336951263,0.06878168495414279,0.17071350117647974,0.16763388941843785,-0.0012412301242070015,-0.03022727582972753,0.09286320050591146,0.26572479368260193,0.06975431534018048,0.12627016525290916,-0.04175313351513685,-0.013860094167805011,0.11530535534611448,-0.06859102880866509,-0.004340605531403421,0.1431126201993542,-0.05417748386011785,0.17621135907237745,-0.022266809785571703,0.06036613898316717,-0.054133249073513044,0.03241649142509773,0.15068875671056536,-0.06412440035091685,-0.06488639528592927,0.15874197751121544,0.21402580518239178,-0.05417748386011785,-0.00806139422083815
aac(6')-Ib-cr_AMR,-0.004560455847956898,-0.03165516350207283,-0.010977218058274427,0.031154235458426594,0.14410568795694928,0.47503392269906985,-0.3130623424688889,-0.038056892649116006,0.032683548074079555,-0.005460124307616906,-0.04593116084618944,-0.058593538079077336,0.3379717696059973,1.0,0.0030271921693889436,0.13039576464995611,-0.05038854816564886,-0.04597203842289396,-0.04597203842289396,0.04597203842289454,0.07285930634321006,-0.04597203842289396,-0.04597203842289396,-0.04597203842289396,-0.050388548165648826,-0.045972038422893984,-0.1918454697728762,-0.0364418485050104,-0.26202668033789633,-0.005410987947972597,-0.04111158742193428,-0.05691786767004536,0.6962039177979901,-0.22861187490220503,-0.05445690859556747,0.057990561231011886,0.9605076929268026,-0.30582829525627475,-0.05825014137938827,0.057990561231011886,0.04648201915845043,0.13840502681110853,-0.025714858213089276,0.32625811372165137,-0.016107086384905264,0.14987565842381698,-0.04935419928588192,0.07771539388393314,0.0878788197673495,-0.039689426486923536,0.32033538939940415,0.22621273210516957,0.28880062906941,-0.13442866923838406,0.1483872234763534,0.0030271921693889674,-0.02542883374586795,0.25856974232950614,0.13408563641365492,0.024703694900234965,-0.04111158742193422,-0.02542883374586798,0.14905226258671433,-0.1163158276033778,0.15904373262377555,0.0736031016572484,0.011665967915617456,-0.06761923003689763,0.42170826536500744,-0.0740362486231313,-0.08101701898956162,0.3471709330291535,0.31925755325753463,-0.05038854816564877,-0.058250141379388186,0.13783217250977262,-0.08535353871868186,-0.04111158742193422,0.13777235091942397,-0.012002741412504495,0.03856991919581437,0.055935852608274335,0.13083983274267091,-0.1024370273447351,-0.05445690859556742,-0.09508500447102428,0.11233022650541266,0.2219143963578416,-0.04111158742193422,0.03196583041340637
aac(6')_AMR,0.13246826732759184,-0.023147022056782793,-0.010927203138745862,0.4731718161962424,-0.0016473114665575739,0.08522333076508216,-0.0005136260596101068,-0.02370194518637285,0.03735244168674689,-0.010492488755023153,-0.02348250216771313,0.03411234861845762,-0.010198833198669648,0.0030271921693889436,1.0,0.025721127966116135,-0.007393886768818989,-0.006745819417404843,-0.006745819417404843,0.006745819417404706,-0.014860728118933603,-0.006745819417404843,-0.006745819417404843,-0.006745819417404843,-0.0073938867688189925,-0.006745819417404847,0.021175413318230838,-0.00907115327624184,0.0280842549873037,-0.017051320456666283,0.11111747156774847,-0.011346217292868447,-0.04614665044840147,0.0052758986437577825,-0.007990867579908682,0.28471512687755984,0.05809217261831052,-0.0545503647075351,-0.008547476863413775,0.28471512687755984,-0.01004003130700483,-0.010040031307004826,0.13600782778864995,0.02393416321305683,-0.011346217292868424,0.021011132113282645,0.008547476863413226,-0.011751213963106825,-0.07747302257935944,0.009071153276241877,0.017230006150067614,-0.0059385576356935825,0.018454549457599567,0.04096351471732347,-0.047598039371846285,-0.00799086757990866,-0.01214359877030064,0.005668318018366246,-0.06289709772324871,-0.011346217292868466,-0.009567309975082879,-0.012143598770300624,-0.024833846669010118,0.2533496340344064,0.004994065476852384,-0.015514613684645765,-0.0073938867688189865,-0.014618797803859128,-0.0006063210075942058,-0.01842920122907686,-0.022814795564295904,-0.007067365805073232,0.017017720316698976,-0.007393886768818986,0.1262279172507713,-0.09843797719190438,-0.012524560114914617,-0.009567309975082879,-0.0013180428230927907,-0.0067458194174048365,0.09980355375313688,-0.006745819417404843,-0.04812057671145088,-0.012466599158090836,-0.007990867579908674,-0.01395253052658274,0.01626216229662936,0.00903242619115016,-0.009567309975082879,-0.06764154816687601
aadA_AMR,-0.0723407552582879,0.15490824517123117,-0.008264342985843175,0.04933563874868263,0.15396252471078586,-0.002792860735646051,0.060855390844499625,0.026137248925031432,-0.04929060778295222,0.002708906908733019,-0.05215061347261786,0.019757080845912805,0.1760287316453083,0.13039576464995611,0.025721127966116135,1.0,0.015839326323919618,0.03478609041702461,0.03478609041702461,-0.03478609041702455,0.09892383874634118,0.03478609041702461,0.03478609041702461,0.03478609041702461,-0.01202148073588326,0.06528869005777219,0.3601433354906513,-0.026142124904790415,0.3154037750290578,-0.0588123125704076,-0.0804459968474053,-0.018447446772727676,0.1657349275233665,0.1298461808290181,0.051529941595753255,0.06059735165393682,0.1414345872314241,0.03069206634470481,-0.038052791455400255,0.06059735165393682,-0.026641500244467067,0.07653588886020138,0.07733875522539027,-0.018246363671653446,-0.12838509919332472,0.8848130537467902,-0.03441438652113102,0.07830918929393227,0.020965746729840258,0.02614212490479119,0.13011218344385417,0.12059887418028009,0.026344740694069155,-0.2115468713846147,0.13128939799712586,-8.768566352088092e-05,-0.12269968520442176,0.03115981895896319,0.13010364090713508,0.0914902056478697,-0.015555179049361306,-0.13985898549512565,0.1336495753271448,0.13233027906235792,0.824736494568221,0.09993371780502447,-0.012021480735883262,-0.002213268870633641,0.0412204777501316,-0.01838963572468254,0.04887429348801312,0.09477995939073053,0.13821404086082067,0.07156094044352525,0.08272583850548529,-0.0043354785409942115,0.0545913119020686,-0.015555179049361306,0.9537426888463164,-0.056721708505217995,-0.01705939722689717,-0.0262191088644704,0.12774057615119985,0.11150137871553896,-0.07751412655243191,-0.10530179631536606,0.8597655149395469,0.4532129729641342,-0.015555179049361306,0.06728548285072286
aap_VIR,-0.014689967273001935,-0.0927833398005302,-0.010110854910286661,-0.008852556487835523,-0.13347598230271338,-0.05212597004399477,0.051980921928354136,-0.021931223006300585,-0.01916726185685522,-0.009708617118472408,-0.021728174111302376,-0.020048913550682147,0.08619882911094602,-0.05038854816564886,-0.007393886768818989,0.015839326323919618,1.0,0.912350922907404,0.912350922907404,0.006241853520461184,0.05869402217799912,0.912350922907404,0.912350922907404,0.912350922907404,-0.006841505131128843,-0.006241853520461163,-0.026914648836756844,-0.008393466606275558,-0.021926421986721917,-0.015777452379817553,-0.008852556487835528,-0.010498565403438182,-0.06686793528456594,-0.031039777332712952,-0.007393886768819001,-0.010873305629270517,-0.05154609232773282,0.09214720083723142,-0.007908912950338711,-0.010873305629270517,0.2392868950843754,-0.009289961809158117,-0.007393886768818993,0.03234692699186375,-0.010498565403438184,0.011404549583819831,0.007908912950338857,-0.010873305629270523,0.011931746760779597,0.008393466606275416,-0.15434933875920215,-0.18050474956816234,0.129744276528505,-0.018252052576347176,-0.09949242223745854,-0.007393886768818991,-0.011236376197664186,-0.03704923701215163,0.02556546346062357,0.32058119356927306,-0.008852556487835523,-0.011236376197664185,-0.19129739947282687,-0.02464516043215392,0.020436147665261743,0.057666895748681245,-0.006841505131128844,0.1595753608017219,0.09938491795457012,0.2617858355390281,0.2665507522032583,-0.1427250063583209,-0.15485533118809677,-0.006841505131128843,-0.007908912950338695,0.01871416323328598,-0.011588876726199408,-0.008852556487835523,0.014734268335231523,-0.0062418535204611485,-0.009708617118472412,-0.006241853520461148,-0.05690081722966386,-0.08243284780114371,-0.007393886768818978,0.1680370876409057,0.03540068536217795,-0.05865968833757958,-0.008852556487835523,0.013221648074233277
aar_VIR,-0.013402405199002909,-0.08465096569744508,-0.00922464780878292,-0.008076638081766674,-0.1217769356398532,-0.04755717687708235,0.0474248420949117,-0.020008971550286473,-0.017487269044709774,-0.008857665788192937,-0.01982371970353952,-0.018291644781255632,0.10519894736619377,-0.04597203842289396,-0.006745819417404843,0.03478609041702461,0.912350922907404,1.0,1.0,0.00569476082004567,0.0720561004902377,1.0,1.0,1.0,-0.0062418535204611545,-0.005694760820045565,-0.01915520646052706,-0.007657787004627998,-0.01444110971379324,-0.01439457323985417,-0.00807663808176668,-0.009578375835030583,-0.06100702246978647,-0.028319169496340953,-0.006745819417404849,-0.009920270425919253,-0.047028124907477376,0.08407058372718218,-0.007215704029435844,-0.009920270425919253,0.2636714845299249,-0.008475705230359948,-0.006745819417404848,0.04254118574275461,-0.00957837583503056,0.03093583855954641,0.007215704029436157,-0.00992027042591924,0.010885940169094683,0.007657787004627824,-0.14082076166710575,-0.2032248052312145,0.1496571802657507,-0.01665227701298484,-0.0671632613153473,-0.006745819417404844,-0.010251518194073715,-0.006790971076012181,0.02332467418285542,0.3528947325506264,-0.008076638081766679,-0.010251518194073718,-0.21361984709087792,-0.022485034865476723,0.03884552765013363,0.07101117404356802,-0.006241853520461154,0.17717468508642034,0.11842611322707919,0.2897202119790157,0.2956773992733801,-0.13021529127297904,-0.14128240432659206,-0.006241853520461147,-0.007215704029435845,0.017073884097328275,-0.010573122376608195,-0.008076638081766679,0.03382052801148037,-0.005694760820045556,-0.008857665788192947,-0.005694760820045561,-0.06772028279621081,-0.07520768476925915,-0.006745819417404841,0.1863262708525375,0.05829511300295409,-0.04848288899048713,-0.008076638081766679,0.01206278282288362
aatA_VIR,-0.013402405199002909,-0.08465096569744508,-0.00922464780878292,-0.008076638081766674,-0.1217769356398532,-0.04755717687708235,0.0474248420949117,-0.020008971550286473,-0.017487269044709774,-0.008857665788192937,-0.01982371970353952,-0.018291644781255632,0.10519894736619377,-0.04597203842289396,-0.006745819417404843,0.03478609041702461,0.912350922907404,1.0,1.0,0.00569476082004567,0.0720561004902377,1.0,1.0,1.0,-0.0062418535204611545,-0.005694760820045565,-0.01915520646052706,-0.007657787004627998,-0.01444110971379324,-0.01439457323985417,-0.00807663808176668,-0.009578375835030583,-0.06100702246978647,-0.028319169496340953,-0.006745819417404849,-0.009920270425919253,-0.047028124907477376,0.08407058372718218,-0.007215704029435844,-0.009920270425919253,0.2636714845299249,-0.008475705230359948,-0.006745819417404848,0.04254118574275461,-0.00957837583503056,0.03093583855954641,0.007215704029436157,-0.00992027042591924,0.010885940169094683,0.007657787004627824,-0.14082076166710575,-0.2032248052312145,0.1496571802657507,-0.01665227701298484,-0.0671632613153473,-0.006745819417404844,-0.010251518194073715,-0.006790971076012181,0.02332467418285542,0.3528947325506264,-0.008076638081766679,-0.010251518194073718,-0.21361984709087792,-0.022485034865476723,0.03884552765013363,0.07101117404356802,-0.006241853520461154,0.17717468508642034,0.11842611322707919,0.2897202119790157,0.2956773992733801,-0.13021529127297904,-0.14128240432659206,-0.006241853520461147,-0.007215704029435845,0.017073884097328275,-0.010573122376608195,-0.008076638081766679,0.03382052801148037,-0.005694760820045556,-0.008857665788192947,-0.005694760820045561,-0.06772028279621081,-0.07520768476925915,-0.006745819417404841,0.1863262708525375,0.05829511300295409,-0.04848288899048713,-0.008076638081766679,0.01206278282288362
acrF_AMR,0.013402405199002675,-0.036888550905553,0.009224647808782861,-0.27719021896623186,-0.01305570908740725,0.04755717687708305,-0.047424842094912475,-0.16276263409353753,0.017487269044709666,0.008857665788192646,-0.1644325381725168,0.01829164478125597,0.022266809785572262,0.04597203842289454,0.006745819417404706,-0.03478609041702455,0.006241853520461184,0.00569476082004567,0.00569476082004567,1.0,0.001970120257731099,0.005694760820045642,0.005694760820045642,0.005694760820045642,0.006241853520461395,-0.5977220956719825,0.019155206460527062,0.0076577870046278295,0.014441109713793174,-0.06760806012008912,-0.13455679044223268,0.00957837583503055,0.06100702246978695,-0.10932758278954396,0.0067458194174046405,0.00992027042591923,0.04702812490747798,0.00701447815147044,0.007215704029435573,0.00992027042591923,0.008475705230359842,-0.2636714845299249,-0.5038163416313224,0.03563543654830185,0.009578375835030429,-0.00013950772743863017,-0.007215704029435386,0.009920270425919465,0.30952356547459303,-0.007657787004628166,-0.004187672795930913,-0.02802197700997374,0.038052038732343633,0.016652277012984724,0.11438074518593007,0.006745819417404678,0.010251518194073548,0.12834017634869063,0.1371612009090513,0.00957837583503076,0.008076638081767356,0.010251518194073515,-0.02091708170146912,-0.0878165528357233,0.05205712495163671,0.002583739900645376,0.006241853520460959,0.012341059227703424,0.0480870364218244,0.015557767946367021,0.01926004772106453,-0.008943682638113447,-0.003989634125088153,0.006241853520461328,0.00721570402943599,-0.01707388409732825,0.0105731223766082,0.008076638081767356,-0.003253970965280519,0.005694760820045522,0.00885766578819293,0.005694760820045747,0.11514059184383524,-0.04553483459666043,0.0067458194174047905,0.011778602311569098,0.004098323095965217,0.048482888990487374,0.008076638081767356,-0.012062782822883922
afaC_VIR,-0.043351698004265214,0.09148795956444498,0.029092498943282644,-0.029041201537857386,-0.3311840382632991,-0.22703324562929453,0.18901997616852717,-0.024859870114610966,-0.04393595634086573,0.011328267437667258,-0.04528532781750502,-0.05242693149267448,0.004728378432681103,0.07285930634321006,-0.014860728118933603,0.09892383874634118,0.05869402217799912,0.0720561004902377,0.0720561004902377,0.001970120257731099,1.0,0.0720561004902377,0.0720561004902377,0.0720561004902377,-0.04272832925678218,-0.03898323063171683,-0.19194473614976354,0.002880965085937363,-0.1615112226961968,0.05236188294693752,-0.0552882649543652,-0.06556834361504783,0.025476454187715002,-0.16852818174442183,-0.04617820527649524,0.018060324614125503,0.10500424380297795,0.09501208705120946,0.038539878269221325,0.018060324614125503,0.09221956954393463,0.1673393849565677,-0.04617820527649518,-0.20797609888238333,-0.06556834361504786,0.08822783137618903,0.04939477938380689,-0.06790876775392204,0.054865552403642236,0.02477003677148321,-0.3702608629469385,-0.37839346074958835,-0.22594172727623443,0.08399205301337469,-0.09135591416793118,0.01645674903862809,-0.07017630954369362,-0.007717484395627926,0.051383178239222976,0.00113309349565173,-0.05528826495436507,-0.07017630954369361,-0.1265563422144599,0.15054122635669803,0.12763309088353317,0.9898945112734238,0.024886571699738732,-0.049605933904424464,-0.26176668221551774,-0.07841174205315311,-0.06229895007303962,-0.33441542489534976,-0.37234171908842356,-0.008920878778521747,0.009228325718211472,0.06526374434866769,-0.07237783659918208,-0.05528826495436507,0.0863974611438883,-0.03898323063171675,-0.03664708099139848,-0.03898323063171678,0.054758459978745774,0.012864480406133394,-0.04617820527649527,-0.04417510921671994,0.0660933414149907,0.050608800165690034,-0.05528826495436507,0.04693793001548794
agg3DCB_VIR,-0.013402405199002909,-0.08465096569744508,-0.00922464780878292,-0.008076638081766674,-0.1217769356398532,-0.04755717687708235,0.0474248420949117,-0.020008971550286473,-0.017487269044709774,-0.008857665788192937,-0.01982371970353952,-0.018291644781255632,0.10519894736619377,-0.04597203842289396,-0.006745819417404843,0.03478609041702461,0.912350922907404,1.0,1.0,0.005694760820045642,0.0720561004902377,1.0,1.0,1.0,-0.0062418535204611545,-0.005694760820045565,-0.01915520646052706,-0.007657787004627998,-0.01444110971379324,-0.01439457323985417,-0.00807663808176668,-0.009578375835030583,-0.06100702246978647,-0.028319169496340953,-0.006745819417404849,-0.009920270425919253,-0.047028124907477376,0.08407058372718218,-0.007215704029435844,-0.009920270425919253,0.2636714845299249,-0.008475705230359948,-0.006745819417404848,0.04254118574275461,-0.00957837583503056,0.03093583855954641,0.007215704029436157,-0.00992027042591924,0.010885940169094683,0.007657787004627824,-0.14082076166710575,-0.2032248052312145,0.1496571802657507,-0.01665227701298484,-0.0671632613153473,-0.006745819417404844,-0.010251518194073715,-0.006790971076012181,0.02332467418285542,0.3528947325506264,-0.008076638081766679,-0.010251518194073718,-0.21361984709087792,-0.022485034865476723,0.03884552765013363,0.07101117404356802,-0.006241853520461154,0.17717468508642034,0.11842611322707919,0.2897202119790157,0.2956773992733801,-0.13021529127297904,-0.14128240432659206,-0.006241853520461147,-0.007215704029435845,0.017073884097328275,-0.010573122376608195,-0.008076638081766679,0.03382052801148037,-0.005694760820045556,-0.008857665788192947,-0.005694760820045561,-0.06772028279621081,-0.07520768476925915,-0.006745819417404841,0.1863262708525375,0.05829511300295409,-0.04848288899048713,-0.008076638081766679,0.01206278282288362
agg5A_VIR,-0.013402405199002909,-0.08465096569744508,-0.00922464780878292,-0.008076638081766674,-0.1217769356398532,-0.04755717687708235,0.0474248420949117,-0.020008971550286473,-0.017487269044709774,-0.008857665788192937,-0.01982371970353952,-0.018291644781255632,0.10519894736619377,-0.04597203842289396,-0.006745819417404843,0.03478609041702461,0.912350922907404,1.0,1.0,0.005694760820045642,0.0720561004902377,1.0,1.0,1.0,-0.0062418535204611545,-0.005694760820045565,-0.01915520646052706,-0.007657787004627998,-0.01444110971379324,-0.01439457323985417,-0.00807663808176668,-0.009578375835030583,-0.06100702246978647,-0.028319169496340953,-0.006745819417404849,-0.009920270425919253,-0.047028124907477376,0.08407058372718218,-0.007215704029435844,-0.009920270425919253,0.2636714845299249,-0.008475705230359948,-0.006745819417404848,0.04254118574275461,-0.00957837583503056,0.03093583855954641,0.007215704029436157,-0.00992027042591924,0.010885940169094683,0.007657787004627824,-0.14082076166710575,-0.2032248052312145,0.1496571802657507,-0.01665227701298484,-0.0671632613153473,-0.006745819417404844,-0.010251518194073715,-0.006790971076012181,0.02332467418285542,0.3528947325506264,-0.008076638081766679,-0.010251518194073718,-0.21361984709087792,-0.022485034865476723,0.03884552765013363,0.07101117404356802,-0.006241853520461154,0.17717468508642034,0.11842611322707919,0.2897202119790157,0.2956773992733801,-0.13021529127297904,-0.14128240432659206,-0.006241853520461147,-0.007215704029435845,0.017073884097328275,-0.010573122376608195,-0.008076638081766679,0.03382052801148037,-0.005694760820045556,-0.008857665788192947,-0.005694760820045561,-0.06772028279621081,-0.07520768476925915,-0.006745819417404841,0.1863262708525375,0.05829511300295409,-0.04848288899048713,-0.008076638081766679,0.01206278282288362
aggR_VIR,-0.013402405199002909,-0.08465096569744508,-0.00922464780878292,-0.008076638081766674,-0.1217769356398532,-0.04755717687708235,0.0474248420949117,-0.020008971550286473,-0.017487269044709774,-0.008857665788192937,-0.01982371970353952,-0.018291644781255632,0.10519894736619377,-0.04597203842289396,-0.006745819417404843,0.03478609041702461,0.912350922907404,1.0,1.0,0.005694760820045642,0.0720561004902377,1.0,1.0,1.0,-0.0062418535204611545,-0.005694760820045565,-0.01915520646052706,-0.007657787004627998,-0.01444110971379324,-0.01439457323985417,-0.00807663808176668,-0.009578375835030583,-0.06100702246978647,-0.028319169496340953,-0.006745819417404849,-0.009920270425919253,-0.047028124907477376,0.08407058372718218,-0.007215704029435844,-0.009920270425919253,0.2636714845299249,-0.008475705230359948,-0.006745819417404848,0.04254118574275461,-0.00957837583503056,0.03093583855954641,0.007215704029436157,-0.00992027042591924,0.010885940169094683,0.007657787004627824,-0.14082076166710575,-0.2032248052312145,0.1496571802657507,-0.01665227701298484,-0.0671632613153473,-0.006745819417404844,-0.010251518194073715,-0.006790971076012181,0.02332467418285542,0.3528947325506264,-0.008076638081766679,-0.010251518194073718,-0.21361984709087792,-0.022485034865476723,0.03884552765013363,0.07101117404356802,-0.006241853520461154,0.17717468508642034,0.11842611322707919,0.2897202119790157,0.2956773992733801,-0.13021529127297904,-0.14128240432659206,-0.006241853520461147,-0.007215704029435845,0.017073884097328275,-0.010573122376608195,-0.008076638081766679,0.03382052801148037,-0.005694760820045556,-0.008857665788192947,-0.005694760820045561,-0.06772028279621081,-0.07520768476925915,-0.006745819417404841,0.1863262708525375,0.05829511300295409,-0.04848288899048713,-0.008076638081766679,0.01206278282288362
ampC-T32A_AMR,-0.01468996727300194,-0.06503005760409793,-0.010110854910286661,-0.008852556487835523,0.05125645088427085,-0.021563399294428097,0.02138148588652962,0.14501075901579796,-0.019167261856855234,-0.009708617118472427,0.14656987624203088,0.16059588915597442,-0.05933380206489597,-0.050388548165648826,-0.0073938867688189925,-0.01202148073588326,-0.006841505131128843,-0.0062418535204611545,-0.0062418535204611545,0.006241853520461395,-0.04272832925678218,-0.0062418535204611545,-0.0062418535204611545,-0.0062418535204611545,1.0,-0.006241853520461172,0.03227746803212552,-0.008393466606275563,0.03905320199524805,-0.01577745237981757,-0.00885255648783554,-0.010498565403438187,-0.06686793528456592,-0.031039777332713,0.4589491144359794,-0.01087330562927052,-0.05154609232773284,-0.01878119499000153,-0.00790891295033869,-0.01087330562927052,-0.009289961809158087,-0.00928996180915811,-0.007393886768818998,-0.03905891434267542,-0.010498565403438184,-0.016724548970685524,0.007908912950339166,-0.01087330562927053,0.011931746760779675,0.008393466606275976,0.04432481011014987,0.030714033719258012,-0.041707678237538015,-0.018252052576347176,0.02989168503157812,-0.007393886768818993,-0.011236376197664195,0.03696541520895686,0.025565463460623546,-0.01049856540343819,0.38198781245010305,-0.011236376197664186,0.0229265748258492,-0.024645160432153944,-0.007240414280177129,-0.04316452790693372,-0.0068415051311288486,-0.01352665834805749,-0.0527067329187148,-0.017052394594822103,-0.021110350455599072,0.04793487354243155,0.04417997803910758,-0.00684150513112885,-0.007908912950338706,0.018714163233285983,-0.011588876726199415,0.38198781245010305,-0.013184956857921802,-0.006241853520461149,-0.009708617118472422,-0.006241853520461153,0.029725771759634655,0.00028102107204928777,-0.00739388676881898,-0.012910166489484223,-0.021588932094163196,-0.0034689533326965117,0.38198781245010305,0.013221648074233374
