lamb,h_combo,lr,n_epochs,iterative_pE,mean_train_loss,mean_test_loss,fold_train_losses,fold_test_losses,sigma,reg_type
17,"{'lamb': 17, 'sigma': 0.05, 'reg_type': 'l1'}",0.0005,60000,True,-73190544.28463283,1418.3749854522748,"[-72790308.17965658, -68390910.94989438, -74391066.01683268, -77189891.99214768]","[1582.5134666286672, 1330.0248411177126, 1350.850721510508, 1410.1109125522112]",0.05,l1
